keyword,ad_group,match_type,avg_monthly_searches,competition,suggested_cpc,suggested_cpc_range,high_priority,source
kia automatic cars,Category Terms (Generic car buying searches),Exact,301000,Low,1.61,₹1.00 - ₹2.22,False,brand
